000,001,008,035$a,040$a,040$b,040$c,040$e,191$a,491$a,591$w,591$a,670$a 
00281cz  a2200109   4500,XX438,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX438,AIAS,,,,Moyle River (Daly River NT Top End SD52-11),,g,Port Keats map area (NT Top End SD52-11),
00357cz  a2200121   4500,XX439,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX439,AIAS,,,,Ngude / Providence Hill (Daly River NT Top End SD52-11),Providence Hill (Daly River NT Top End SD52-11),g,Port Keats map area (NT Top End SD52-11),
00286cz  a2200109   4500,XX440,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX440,AIAS,,,,Paiynimbi (Fitzmaurice River NT Top End SD52-11),,g,Port Keats map area (NT Top End SD52-11),
00277cz  a2200109   4500,XX441,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX441,AIAS,,,,Palumpa (Daly River NT Top End SD52-11),,g,Port Keats map area (NT Top End SD52-11),
00282cz  a2200109   4500,XX442,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX442,AIAS,,,,Peppimenarti (Daly River NT Top End SD52-11),,g,Port Keats map area (NT Top End SD52-11),
00282cz  a2200109   4500,XX443,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX443,AIAS,,,,Purmi (Fitzmaurice River NT Top End SD52-11),,g,Port Keats map area (NT Top End SD52-11),
00348cz  a2200121   4500,XX444,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX444,AIAS,,,,Wadeye / Port Keats (Daly River NT Top End SD52-11),Port Keats (Daly River NT Top End SD52-11),g,Port Keats map area (NT Top End SD52-11),
00276cz  a2200109   4500,XX445,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX445,AIAS,,,,Yarrah (Daly River NT Top End SD52-11),,g,Port Keats map area (NT Top End SD52-11),
00274cz  a2200109   4500,XX446,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX446,AIAS,,,,Fergusson River map area (NT Top End SD52-12),,g,Northern Territory Top End (NT),
00273cz  a2200109   4500,XX447,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX447,AIAS,,,,Claravale (NT Top End SD52-12),,g,Fergusson River map area (NT Top End SD52-12),
00273cz  a2200109   4500,XX448,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX448,AIAS,,,,Dorisvale (NT Top End SD52-12),,g,Fergusson River map area (NT Top End SD52-12),
00279cz  a2200109   4500,XX449,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX449,AIAS,,,,Fergusson River (NT Top End SD52-12),,g,Fergusson River map area (NT Top End SD52-12),
00271cz  a2200109   4500,XX450,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX450,AIAS,,,,Florina (NT Top End SD52-12),,g,Fergusson River map area (NT Top End SD52-12),
00271cz  a2200109   4500,XX451,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX451,AIAS,,,,Jindare (NT Top End SD52-12),,g,Fergusson River map area (NT Top End SD52-12),
00276cz  a2200109   4500,XX452,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX452,AIAS,,,,Laurie Creek (NT Top End SD52-12),,g,Fergusson River map area (NT Top End SD52-12),
00270cz  a2200109   4500,XX453,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX453,AIAS,,,,Oolloo (NT Top End SD52-12),,g,Fergusson River map area (NT Top End SD52-12),
00274cz  a2200109   4500,XX454,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX454,AIAS,,,,Springvale (NT Top End SD52-12),,g,Fergusson River map area (NT Top End SD52-12),
00268cz  a2200109   4500,XX455,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX455,AIAS,,,,Katherine map area (NT Top End SD53-09),,g,Northern Territory Top End (NT),
00367cz  a2200121   4500,XX457,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX457,AIAS,eng,AIAS,,Barunga / Bamyili (NT Top End Upper Roper SD53-09),Bamyili (NT Top End Upper Roper SD53-09),g,Wugularr / Beswick (NT Top End Upper Roper SD53-09),
00356cz  a2200121   4500,XX458,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX458,AIAS,eng,AIAS,,Wugularr / Beswick (NT Top End Upper Roper SD53-09),Beswick (NT Top End Upper Roper SD53-09),g,Katherine map area (NT Top End SD53-09),
00408cz  a2200133   4500,XX459,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX459,AIAS,,,,"Djilkminggan / Elsey (NT Upper Roper SD53-09, SD53-13)","Elsey (NT Upper Roper SD53-09, SD53-13);Jilkmingan (NT Upper Roper SD53-09, SD53-13)",g,Katherine map area (NT Top End SD53-09),
00269cz  a2200109   4500,XX460,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX460,AIAS,,,,Edith River (NT Top End SD53-09),,g,Katherine map area (NT Top End SD53-09),
00330cz  a2200121   4500,XX461,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX461,AIAS,,,,Manyallaluk / Eva Valley (NT Top End SD53-09),Eva Valley (NT Top End SD53-09),g,Katherine map area (NT Top End SD53-09),
00265cz  a2200109   4500,XX462,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX462,AIAS,,,,Jemkere (NT Top End SD53-09),,g,Katherine map area (NT Top End SD53-09),
00267cz  a2200109   4500,XX463,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX463,AIAS,,,,Katherine (NT Top End SD53-09),,g,Katherine map area (NT Top End SD53-09),
00291cz  a2200109   4500,XX464,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX464,AIAS,,,,"Katherine River (NT Top End SD53-05, SD53-09, SD53-12)",,g,Katherine map area (NT Top End SD53-09),
00271cz  a2200109   4500,XX465,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX465,AIAS,,,,Kintore Caves (NT Top End SD53-09),,g,Katherine map area (NT Top End SD53-09),
00267cz  a2200109   4500,XX466,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX466,AIAS,,,,Manbulloo (NT Top End SD53-09),,g,Katherine map area (NT Top End SD53-09),
00278cz  a2200109   4500,XX467,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX467,AIAS,,,,Maranboy (NT Top End Upper Roper SD53-09),,g,Katherine map area (NT Top End SD53-09),
00279cz  a2200109   4500,XX468,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX468,AIAS,,,,Mataranka (NT Top End Upper Roper SD53-09),,g,Katherine map area (NT Top End SD53-09),
00268cz  a2200109   4500,XX469,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX469,AIAS,,,,Maud Creek (NT Top End SD53-09),,g,Katherine map area (NT Top End SD53-09),
00337cz  a2200121   4500,XX470,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX470,AIAS,,,,Nitmiluk / Katherine Gorge (NT Top End SD53-09),Katherine Gorge (NT Top End SD53-09),g,Katherine map area (NT Top End SD53-09),
00273cz  a2200109   4500,XX471,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX471,AIAS,,,,Urapunga map area (NT Top End Roper SD53-10),,g,Northern Territory Top End (NT),
00277cz  a2200109   4500,XX472,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX472,AIAS,,,,Castello (NT Top End Roper SD53-10),,g,Urapunga map area (NT Top End Roper SD53-10),
00276cz  a2200109   4500,XX473,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX473,AIAS,,,,Mainoru (NT Top End Roper SD53-10),,g,Urapunga map area (NT Top End Roper SD53-10),
00269cz  a2200109   4500,XX474,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX474,AIAS,,,,Moroak (NT Top End SD53-10),,g,Urapunga map area (NT Top End Roper SD53-10),
00278cz  a2200109   4500,XX475,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX475,AIAS,,,,Mountain Valley (NT Top End SD53-10),,g,Urapunga map area (NT Top End Roper SD53-10),
00276cz  a2200109   4500,XX476,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX476,AIAS,,,,Ngukurr (NT Top End Roper SD53-10),,g,Urapunga map area (NT Top End Roper SD53-10),
00272cz  a2200109   4500,XX477,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX477,AIAS,,,,Roper Bar (NT Top End SD53-10),,g,Urapunga map area (NT Top End Roper SD53-10),
00292cz  a2200109   4500,XX478,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX478,AIAS,,,,"Roper River (NT Top End SD53-09, SD53-10, SD53-11)",,g,Urapunga map area (NT Top End Roper SD53-10),
00277cz  a2200109   4500,XX479,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX479,AIAS,,,,Urapunga (NT Top End Roper SD53-10),,g,Urapunga map area (NT Top End Roper SD53-10),
00273cz  a2200109   4500,XX480,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX480,AIAS,,,,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",,g,Northern Territory (NT),
00296cz  a2200109   4500,XX481,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX481,AIAS,,,,"Alligator Rivers (Kakadu, NT SD53-01, SD53-05)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00362cz  a2200121   4500,XX482,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX482,AIAS,,,,"East Alligator River (Kakadu, NT SD53-01, SD53-05)","Alligator River, East (Kakadu, NT SD53-01, SD53-05)",g,"Alligator Rivers (Kakadu, NT SD53-01, SD53-05)",
00364cz  a2200121   4500,XX483,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX483,AIAS,,,,"South Alligator River (Kakadu, NT SD53-01, SD53-05)","Alligator River, South (Kakadu, NT SD53-01, SD53-05)",g,"Alligator Rivers (Kakadu, NT SD53-01, SD53-05)",
00362cz  a2200121   4500,XX484,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX484,AIAS,,,,"West Alligator River (Kakadu, NT SD53-01, SD53-05)","Alligator River, West (Kakadu, NT SD53-01, SD53-05)",g,"Alligator Rivers (Kakadu, NT SD53-01, SD53-05)",
00396cz  a2200133   4500,XX485,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX485,AIAS,,,,"Badi Badi / Paribari / Padypadiy (Kakadu, NT SD53-01)","Paribari (Kakadu, NT SD53-01);Padypadiy (Kakadu, NT SD53-01)",g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00282cz  a2200109   4500,XX486,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX486,AIAS,,,,"Cannon Hill (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00386cz  a2200133   4500,XX487,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX487,AIAS,,,,"Deaf Adder Creek / Gorge (Kakadu, NT SD53-05)","Djuwarr (Kakadu, NT SD53-05);Balawuru (Kakadu, NT SD53-05)",g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00338cz  a2200121   4500,XX488,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX488,AIAS,,,,"Djaburluku / Jabiluka (Kakadu, NT SD53-01)","Jabiluka (Kakadu, NT SD53-01)",g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00284cz  a2200109   4500,XX489,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX489,AIAS,,,,"Djalakurdulbi (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00282cz  a2200109   4500,XX490,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX490,AIAS,,,,"Djerlandjal (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00330cz  a2200121   4500,XX491,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX491,AIAS,,,,"El Sherana (Kakadu, NT SD53-05)","Sherana, El (Kakadu, NT SD53-05)",g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00277cz  a2200109   4500,XX492,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX492,AIAS,,,,"Gimbat (Kakadu, NT SD53-05)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00280cz  a2200109   4500,XX493,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX493,AIAS,,,,"Goodparla (Kakadu, NT SD53-05)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00349cz  a2200121   4500,XX494,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX494,AIAS,,,,"Guratba / Coronation Hill (Kakadu, NT SD53-05)","Coronation Hill (Kakadu, NT SD53-05)",g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00356cz  a2200121   4500,XX495,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX495,AIAS,,,,"Jabiru / Ranger Uranium Mine (Kakadu, NT SD53-01)","Ranger Uranium Mine (Kakadu, NT SD53-01)",g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00284cz  a2200109   4500,XX496,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX496,AIAS,,,,"Jim Jim Creek (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00278cz  a2200109   4500,XX497,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX497,AIAS,,,,"Kapalga (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00280cz  a2200109   4500,XX498,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX498,AIAS,,,,"Koongarra (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00283cz  a2200109   4500,XX499,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX499,AIAS,,,,"Magela Creek (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00283cz  a2200109   4500,XX500,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX500,AIAS,,,,"Malangangerr (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00282cz  a2200109   4500,XX501,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX501,AIAS,,,,"Malakunanja (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00334cz  a2200121   4500,XX502,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX502,AIAS,,,,"Mount Evelyn (Kakadu, NT SD53-05)","Evelyn, Mount (Kakadu, NT SD53-05)",g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00282cz  a2200109   4500,XX503,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX503,AIAS,,,,"Mudginberri (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00281cz  a2200109   4500,XX504,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX504,AIAS,,,,"Munmarlary (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00279cz  a2200109   4500,XX505,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX505,AIAS,,,,"Nawamoyn (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00294cz  a2200109   4500,XX506,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX506,AIAS,,,,"Ngarradj Warde Djobkeng (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00281cz  a2200109   4500,XX507,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX507,AIAS,,,,"Nourlangie (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00272cz  a2200109   4500,XX508,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX508,AIAS,,,,"Anbangbang (Nourlangie, Kakadu, NT SD53-01)",,g,"Nourlangie (Kakadu, NT SD53-01)",
00333cz  a2200121   4500,XX509,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX509,AIAS,,,,"Nawurlandja (Nourlangie, Kakadu, NT SD53-01)","Nawulandja (Nourlangie, Kakadu, NT SD53-01)",g,"Nourlangie (Kakadu, NT SD53-01)",
00271cz  a2200109   4500,XX510,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX510,AIAS,,,,"Nanggalor (Nourlangie, Kakadu, NT SD53-01)",,g,"Nourlangie (Kakadu, NT SD53-01)",
00341cz  a2200121   4500,XX511,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX511,AIAS,,,,"Mount Brockman (Nourlangie, Kakadu, NT SD53-01)","Brockman, Mount (Nourlangie, Kakadu, NT SD53-01)",g,"Nourlangie (Kakadu, NT SD53-01)",
00278cz  a2200109   4500,XX512,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX512,AIAS,,,,"Patonga (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00280cz  a2200109   4500,XX513,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX513,AIAS,,,,"Sleisbeck (Kakadu, NT SD53-05)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00327cz  a2200121   4500,XX514,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX514,AIAS,,,,"Ubirr / Obiri (Kakadu, NT SD53-01)","Obiri (Kakadu, NT SD53-01)",g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00284cz  a2200109   4500,XX515,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX515,AIAS,,,,"Yellow Waters (Kakadu, NT SD53-01)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00375cz  a2200121   4500,XX516,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX516,AIAS,,,,Northern Territory - North NT,,g,Northern Territory (NT),
00259cz  a2200109   4500,XX517,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX517,AIAS,,,,Fitzmaurice River (North NT SD5),,g,Northern Territory - North NT,
00352cz  a2200121   4500,XX518,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX518,AIAS,eng,AIAS,,"Jutpurra / Gregory National Park (North NT SD52, SE52)","Gregory National Park (North NT SD52, SE52)",g,Northern Territory - North NT,
00263cz  a2200109   4500,XX519,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX519,AIAS,,,,"Victoria River (North NT SD52, SE52)",,g,Northern Territory - North NT,
00279cz  a2200109   4500,XX520,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX520,AIAS,,,,"Auvergne map area (Victoria River, North NT SD52-15)",,g,Northern Territory - North NT,
00293cz  a2200109   4500,XX521,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX521,AIAS,,,,"Auvergne (East Kimberley, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00296cz  a2200109   4500,XX522,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX522,AIAS,,,,"Bullo River (East Kimberley, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00288cz  a2200109   4500,XX523,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX523,AIAS,,,,East Kimberley area (North NT SD52-15),,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00295cz  a2200109   4500,XX524,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX524,AIAS,,,,"Keep River (East Kimberley, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00291cz  a2200109   4500,XX525,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX525,AIAS,,,,"Legune (East Kimberley, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00293cz  a2200109   4500,XX526,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX526,AIAS,,,,"Marralam (East Kimberley, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00300cz  a2200109   4500,XX527,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX527,AIAS,,,,"Newcastle Range (East Kimberley, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00299cz  a2200109   4500,XX528,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX528,AIAS,,,,Pear Tree Creek (North NT Victoria River SD52-15),,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00300cz  a2200109   4500,XX529,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX529,AIAS,,,,"Pinkerton Range (East Kimberley, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00301cz  a2200109   4500,XX530,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX530,AIAS,,,,Retribution Creek (North NT Victoria River SD52-15),,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00307cz  a2200109   4500,XX531,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX531,AIAS,,,,"Spencer Range (East Kimberley, North NT SD52-15, SD53-01)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00297cz  a2200109   4500,XX532,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX532,AIAS,,,,"Spirit Hills (East Kimberley, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00296cz  a2200109   4500,XX533,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX533,AIAS,,,,Timber Creek (North NT Victoria River SD52-15),,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00263cz  a2200109   4500,XX534,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX534,AIAS,,,,Delamere map area (North NT SD52-16),,g,Northern Territory - North NT,
00276cz  a2200109   4500,XX535,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX535,AIAS,,,,Coolibah (North NT Victoria River SD52-16),,g,Delamere map area (North NT SD52-16),
00261cz  a2200109   4500,XX536,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX536,AIAS,,,,Delamere (North NT SD52-16),,g,Delamere map area (North NT SD52-16),
00281cz  a2200109   4500,XX537,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX537,AIAS,,,,Gregory Creek (North NT Victoria River SD52-16),,g,Delamere map area (North NT SD52-16),
00258cz  a2200109   4500,XX538,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX538,AIAS,,,,Gilwi (North NT SD52-16),,g,Delamere map area (North NT SD52-16),
00265cz  a2200109   4500,XX539,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX539,AIAS,,,,Iinji Valley (North NT SD52-16),,g,Delamere map area (North NT SD52-16),
00260cz  a2200109   4500,XX540,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX540,AIAS,,,,Ikymbon (North NT SD52-16),,g,Delamere map area (North NT SD52-16),
00262cz  a2200109   4500,XX541,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX541,AIAS,,,,Innesvale (North NT SD52-16),,g,Delamere map area (North NT SD52-16),
00272cz  a2200109   4500,XX542,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX542,AIAS,,,,"Ingaladdi (Willeroo, North NT SD52-16)",,g,Delamere map area (North NT SD52-16),
00278cz  a2200109   4500,XX543,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX543,AIAS,,,,Jellicbung (North NT Victoria River SD52-16),,g,Delamere map area (North NT SD52-16),
00346cz  a2200121   4500,XX544,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX544,AIAS,,,,Mount Hogarth (North NT Victoria River SD52-16),"Hogarth, Mount (North NT Victoria River SD52-16)",g,Delamere map area (North NT SD52-16),
00261cz  a2200109   4500,XX545,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX545,AIAS,,,,Willeroo (North NT SD52-16),,g,Delamere map area (North NT SD52-16),
00271cz  a2200109   4500,XX546,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX546,AIAS,,,,Wynbarra Waterhole (North NT SD52-16),,g,Delamere map area (North NT SD52-16),
00263cz  a2200109   4500,XX547,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX547,AIAS,,,,Larrimah map area (North NT SD53-13),,g,Northern Territory - North NT,
00259cz  a2200109   4500,XX548,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX548,AIAS,,,,Birdum (North NT SD53-13),,g,Larrimah map area (North NT SD53-13),
00261cz  a2200109   4500,XX549,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX549,AIAS,,,,Birrimba (North NT SD53-13),,g,Larrimah map area (North NT SD53-13),
00261cz  a2200109   4500,XX550,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX550,AIAS,,,,Larrimah (North NT SD53-13),,g,Larrimah map area (North NT SD53-13),
